,course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
516,CMSC132,Fawzi Emad,201608,0302,0,4,5,4,12,0,3,4,0,1,0,0,3,4,0
517,CMSC132,Fawzi Emad,201608,0303,0,4,1,4,8,2,0,6,2,0,3,1,3,5,0
518,CMSC132,Fawzi Emad,201301,0403,1,6,2,0,5,0,0,5,1,0,0,1,2,3,0
519,CMSC132,Fawzi Emad,201301,0402,1,5,0,3,7,1,0,6,0,0,0,0,0,4,0
520,CMSC132,Fawzi Emad,201301,0401,0,2,1,1,8,1,1,4,1,1,3,0,1,3,0
521,CMSC132,Fawzi Emad,201301,0303,2,8,1,0,9,1,0,3,0,0,0,0,1,5,0
522,CMSC132,Fawzi Emad,201301,0302,1,3,1,2,9,1,0,6,0,0,3,0,0,2,0
523,CMSC132,Fawzi Emad,201301,0301,1,3,3,1,8,0,1,5,1,0,2,0,0,2,0
524,CMSC132,Fawzi Emad,201208,0101,1,5,2,0,8,0,1,3,2,1,0,0,1,2,0
525,CMSC132,Fawzi Emad,201208,0103,1,1,5,0,5,1,1,2,0,0,2,0,2,4,0
526,CMSC132,Fawzi Emad,201208,0102,2,4,2,0,11,2,0,2,1,1,1,0,1,4,0
527,CMSC132,Larry Herman,202001,0207,1,9,3,2,2,0,1,0,0,0,0,0,0,2,10
528,CMSC132,Larry Herman,202001,0101,2,7,0,0,2,0,0,0,0,0,0,0,5,0,19
529,CMSC132,Larry Herman,202001,0102,1,2,0,0,2,0,1,0,0,0,0,0,4,4,21
530,CMSC132,Larry Herman,202001,0103,2,7,2,2,1,0,0,0,0,0,0,0,7,2,13
531,CMSC132,Larry Herman,202001,0104,0,4,1,1,1,1,0,0,0,0,0,0,0,1,14
532,CMSC132,Larry Herman,202001,0106,1,4,1,0,1,0,0,0,0,0,0,0,1,3,4
533,CMSC132,Larry Herman,202001,0201,0,7,2,1,3,0,0,0,0,0,0,0,1,2,20
534,CMSC132,Larry Herman,202001,0202,0,6,1,1,0,0,0,1,0,0,0,0,6,1,18
535,CMSC132,Larry Herman,202001,0203,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6
536,CMSC132,Larry Herman,202001,0204,2,3,0,1,4,1,0,0,0,0,1,0,5,4,11
537,CMSC132,Larry Herman,202001,0206,1,4,2,0,2,0,0,0,0,0,0,0,3,0,19
538,CMSC132,Larry Herman,201901,0104,2,4,5,2,12,1,1,6,1,0,0,0,2,2,0
539,CMSC132,Larry Herman,201901,0101,1,8,3,1,12,1,2,4,1,0,4,0,0,2,0
540,CMSC132,Larry Herman,201901,0102,1,9,0,0,15,3,1,1,5,0,1,0,1,2,1
541,CMSC132,Larry Herman,201901,0103,1,9,0,1,12,1,0,5,1,0,1,0,1,2,0
542,CMSC132,Larry Herman,201901,0105,0,3,2,0,7,0,2,6,2,0,4,0,5,3,0
543,CMSC132,Larry Herman,201901,0106,0,4,2,1,10,0,2,7,4,0,3,0,1,5,0
544,CMSC132,Larry Herman,201901,0107,0,10,4,3,7,2,2,6,1,0,2,0,1,1,0
545,CMSC132,Larry Herman,201901,0108,0,2,1,0,13,4,1,6,3,0,1,0,5,2,0
546,CMSC132,Larry Herman,201901,0302,1,6,2,0,15,2,0,5,0,0,2,0,2,2,0
547,CMSC132,Larry Herman,201901,0303,0,9,2,1,7,2,1,5,3,0,1,0,0,3,0
548,CMSC132,Larry Herman,201901,0304,0,6,2,2,8,2,2,5,2,0,2,0,2,1,0
549,CMSC132,Larry Herman,201901,0305,0,5,0,2,5,0,1,10,1,0,2,0,4,2,0
550,CMSC132,Larry Herman,201901,0306,0,3,0,0,12,0,2,7,1,0,4,0,2,2,0
551,CMSC132,Larry Herman,201901,0307,1,3,2,3,6,3,1,9,2,0,4,0,1,1,0
552,CMSC132,Larry Herman,201901,0301,0,6,4,1,14,1,1,3,1,0,3,0,4,2,0
553,CMSC132,Larry Herman,201801,0103,3,4,1,1,9,1,3,10,1,0,1,1,1,1,0
554,CMSC132,Larry Herman,201801,0101,2,4,0,3,4,2,1,7,5,0,7,1,0,3,0
555,CMSC132,Larry Herman,201801,0102,0,3,3,1,10,4,1,12,2,0,0,1,0,0,0
556,CMSC132,Larry Herman,201801,0104,1,7,1,1,10,1,2,6,1,0,3,0,2,2,0
557,CMSC132,Larry Herman,201801,0105,0,3,1,2,7,3,3,8,3,0,3,0,1,2,0
558,CMSC132,Larry Herman,201801,0106,0,8,0,0,10,3,3,5,2,0,2,0,1,3,0
559,CMSC132,Larry Herman,201801,0107,2,4,1,1,11,2,1,4,2,0,3,0,2,5,0
560,CMSC132,Larry Herman,201801,0108,1,2,1,0,11,2,5,11,2,0,0,1,0,0,0
561,CMSC132,Larry Herman,201801,0109,1,6,0,0,1,1,1,6,4,0,3,1,0,1,0
562,CMSC132,Larry Herman,201701,0105,0,4,0,1,4,0,3,8,3,0,5,4,1,3,0
563,CMSC132,Larry Herman,201701,0404,1,4,1,0,8,3,1,6,4,0,0,0,1,3,0
564,CMSC132,Larry Herman,201701,0403,1,5,2,2,7,1,2,4,2,0,2,2,0,2,0
565,CMSC132,Larry Herman,201701,0402,2,6,0,0,9,2,4,2,4,0,1,0,0,2,0
566,CMSC132,Larry Herman,201701,0401,1,4,2,1,5,0,2,10,3,0,1,1,0,2,0
567,CMSC132,Larry Herman,201701,0204,0,2,1,1,12,0,2,6,4,0,2,1,0,1,0
568,CMSC132,Larry Herman,201701,0203,0,9,1,0,8,6,1,2,2,0,4,0,0,0,0
569,CMSC132,Larry Herman,201701,0202,0,7,1,3,6,2,2,3,2,0,3,1,0,2,0
570,CMSC132,Larry Herman,201701,0201,1,5,1,1,11,3,1,4,2,0,1,0,0,3,0
571,CMSC132,Larry Herman,201701,0108,0,3,4,1,8,0,1,4,3,0,6,3,1,1,0
572,CMSC132,Larry Herman,201701,0107,0,4,2,2,8,0,0,10,2,0,3,0,1,3,0
573,CMSC132,Larry Herman,201701,0106,2,9,1,1,6,2,3,3,2,0,4,0,1,1,0
574,CMSC132,Larry Herman,201701,0104,0,8,0,2,11,2,0,5,4,0,0,2,0,1,0
575,CMSC132,Larry Herman,201701,0103,0,3,3,0,5,0,3,13,1,0,3,2,0,2,0
576,CMSC132,Larry Herman,201701,0102,0,7,0,1,8,0,8,4,3,0,1,3,0,1,0
577,CMSC132,Larry Herman,201701,0101,2,3,1,0,10,3,0,7,4,0,2,0,1,4,0
578,CMSC132,Larry Herman,201601,0104,1,7,0,2,7,0,2,8,3,0,5,0,1,0,0
579,CMSC132,Larry Herman,201601,0101,1,8,2,0,7,0,2,3,5,0,2,1,2,4,0
580,CMSC132,Larry Herman,201601,0102,0,7,3,0,12,1,2,5,1,0,2,1,2,0,0
581,CMSC132,Larry Herman,201601,0103,1,6,4,3,8,2,0,3,1,0,1,0,2,5,0
582,CMSC132,Larry Herman,201601,0201,1,3,2,3,9,3,1,3,3,0,3,1,1,3,1
583,CMSC132,Larry Herman,201601,0202,0,2,1,5,7,1,2,5,3,0,5,0,1,5,0
584,CMSC132,Larry Herman,201601,0204,1,7,0,0,7,3,1,7,4,0,2,1,1,2,0
585,CMSC132,Larry Herman,201601,0301,0,9,0,1,9,1,0,2,3,0,0,0,5,3,0
586,CMSC132,Larry Herman,201601,0302,2,5,1,0,14,2,1,4,1,0,3,1,2,1,0
587,CMSC132,Larry Herman,201601,0303,0,3,4,3,10,0,4,7,2,0,1,0,2,1,1
588,CMSC132,Larry Herman,201601,0304,0,4,1,1,8,1,3,4,4,0,3,0,5,5,0
589,CMSC132,Larry Herman,201601,0203,1,6,2,1,9,1,1,4,4,0,3,0,2,2,0
590,CMSC132,Larry Herman,201501,0301,0,3,0,1,9,2,1,2,2,0,3,0,1,2,0
591,CMSC132,Larry Herman,201501,0203,1,3,1,3,11,3,4,1,2,0,4,0,3,2,0
592,CMSC132,Larry Herman,201501,0401,1,5,1,1,8,0,0,3,4,0,3,0,1,1,0
593,CMSC132,Larry Herman,201408,0303,3,9,1,2,3,1,2,1,4,0,2,0,0,2,0
594,CMSC132,Larry Herman,201408,0204,3,5,3,1,7,1,0,5,4,0,4,0,2,4,0
595,CMSC132,Larry Herman,201408,0203,1,5,3,1,5,1,2,6,1,0,4,0,6,2,0
596,CMSC132,Larry Herman,201401,0403,0,8,1,2,5,2,2,2,1,0,4,0,1,5,0
597,CMSC132,Larry Herman,201401,0201,0,3,2,2,3,3,2,6,2,0,3,0,3,2,0
598,CMSC132,Larry Herman,201401,0202,0,5,3,3,3,2,0,4,2,0,6,0,0,2,1
599,CMSC132,Larry Herman,201401,0203,1,6,3,1,4,1,2,5,1,0,4,0,0,3,0
600,CMSC132,Larry Herman,201401,0301,0,8,0,5,4,2,2,2,1,0,5,0,0,1,0
601,CMSC132,Larry Herman,201401,0303,2,5,1,2,4,4,3,1,4,0,2,0,1,1,0
602,CMSC132,Larry Herman,201401,0401,0,4,2,3,4,2,5,7,2,0,0,0,1,1,0
603,CMSC132,Larry Herman,201401,0402,0,5,1,0,7,1,1,5,3,0,4,0,0,3,0
604,CMSC132,Larry Herman,201401,0302,2,7,2,0,6,1,1,5,3,0,4,0,0,0,0
605,CMSC132,Larry Herman,201308,0201,0,10,3,1,5,2,1,2,1,0,3,0,0,3,0
606,CMSC132,Larry Herman,201308,0101,0,4,1,1,3,2,1,5,4,0,1,0,4,2,0
607,CMSC132,Larry Herman,201308,0102,0,3,1,1,2,2,4,4,4,0,0,0,3,3,0
608,CMSC132,Larry Herman,201308,0103,0,6,3,0,2,2,0,6,5,0,3,0,0,1,0
609,CMSC132,Larry Herman,201308,0202,1,5,1,1,5,3,1,0,2,0,6,0,2,1,0
610,CMSC132,Larry Herman,201308,0203,1,5,3,1,4,3,1,3,1,0,5,0,1,0,0
611,CMSC132,Larry Herman,201308,0301,0,6,2,2,3,4,2,5,2,0,1,0,2,3,0
612,CMSC132,Larry Herman,201308,0302,0,7,0,0,4,2,2,1,2,0,1,0,3,5,0
613,CMSC132,Larry Herman,201308,0303,0,1,1,2,5,5,3,5,2,0,1,0,3,0,0
614,CMSC132,Larry Herman,201208,0201,0,5,1,1,5,2,0,5,0,0,3,0,2,2,0
615,CMSC132,Larry Herman,201208,0304,3,3,1,2,3,1,2,2,3,0,4,0,0,4,0
616,CMSC132,Larry Herman,201208,0303,0,3,1,2,2,0,0,2,2,0,1,0,1,2,0
617,CMSC132,Larry Herman,201208,0302,0,8,1,1,4,2,1,4,2,0,1,0,1,1,0
618,CMSC132,Larry Herman,201208,0301,2,5,1,2,4,0,0,5,2,0,1,0,3,2,0
619,CMSC132,Larry Herman,201208,0203,1,2,2,4,3,0,2,4,3,0,3,0,0,1,0
620,CMSC132,Larry Herman,201208,0202,0,3,1,2,1,3,3,3,4,0,2,0,1,3,0
621,CMSC132,Thomas Reinhardt,201701,0504,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0
622,CMSC132,Thomas Reinhardt,201701,0503,0,3,2,2,1,3,6,3,4,0,0,1,3,2,1
623,CMSC132,Thomas Reinhardt,201701,0502,0,6,3,2,3,4,2,1,6,1,0,0,1,5,0
624,CMSC132,Thomas Reinhardt,201701,0501,3,9,5,0,1,1,3,1,1,0,0,0,1,7,0
625,CMSC132,Thomas Reinhardt,201508,0203,2,0,1,3,8,3,2,6,6,0,0,1,1,4,0
626,CMSC132,Thomas Reinhardt,201508,0303,2,7,0,5,2,4,0,1,2,0,0,0,1,4,0
627,CMSC132,Thomas Reinhardt,201508,0302,0,1,0,8,3,2,1,2,5,0,2,3,2,1,0
628,CMSC132,Thomas Reinhardt,201508,0301,5,5,0,6,2,1,2,2,2,0,0,1,2,1,0
629,CMSC132,Thomas Reinhardt,201508,0204,1,3,0,10,4,0,2,5,4,0,2,0,2,4,0
630,CMSC132,Thomas Reinhardt,201508,0202,1,5,0,6,4,5,2,0,3,0,1,0,2,2,0
631,CMSC132,Thomas Reinhardt,201508,0201,2,3,0,4,4,1,1,1,4,0,0,0,4,4,0
632,CMSC132,Thomas Reinhardt,201508,0104,1,3,0,4,7,3,4,4,4,0,2,1,0,1,0
633,CMSC132,Thomas Reinhardt,201508,0103,0,4,0,7,4,2,6,2,2,0,0,0,1,5,0
634,CMSC132,Thomas Reinhardt,201508,0102,2,7,0,7,4,3,3,4,2,0,0,1,0,3,0
635,CMSC132,Thomas Reinhardt,201508,0101,3,2,0,7,3,4,2,1,6,0,1,0,2,9,0
636,CMSC132,Thomas Reinhardt,201501,0101,1,2,1,2,7,6,2,8,0,0,2,0,0,4,0
637,CMSC132,Thomas Reinhardt,201401,0103,1,1,4,1,5,4,1,2,3,0,0,3,2,7,0
638,CMSC132,Thomas Reinhardt,201401,0104,2,0,4,3,5,0,4,1,3,1,1,0,2,6,0
639,CMSC132,Pedram Sadeghian,202008,0304,8,3,1,1,1,2,2,1,0,0,0,0,4,2,0
640,CMSC132,Pedram Sadeghian,202008,0101,5,8,3,3,4,1,0,2,1,0,1,0,3,3,0
641,CMSC132,Pedram Sadeghian,202008,0102,5,1,1,0,0,0,1,1,0,0,0,0,0,2,0
642,CMSC132,Pedram Sadeghian,202008,0103,5,6,2,0,2,3,0,1,0,0,1,0,1,2,0
643,CMSC132,Pedram Sadeghian,202008,0104,6,6,4,1,5,1,4,0,2,0,1,0,2,1,0
644,CMSC132,Pedram Sadeghian,202008,0105,10,3,6,2,2,2,1,0,0,1,0,0,2,6,0
645,CMSC132,Pedram Sadeghian,202008,0106,13,3,1,3,2,1,0,2,0,0,0,1,2,5,0
646,CMSC132,Pedram Sadeghian,202008,0107,4,1,0,0,0,1,0,0,0,0,0,0,3,0,0
647,CMSC132,Pedram Sadeghian,202008,0201,11,8,1,3,1,2,2,3,0,0,0,0,0,4,0
648,CMSC132,Pedram Sadeghian,202008,0202,5,4,1,6,3,1,2,2,1,1,1,1,5,5,0
649,CMSC132,Pedram Sadeghian,202008,0204,4,5,2,1,2,0,1,0,0,1,0,1,0,1,0
650,CMSC132,Pedram Sadeghian,202008,0205,10,3,3,1,3,1,3,0,1,0,1,0,3,5,0
651,CMSC132,Pedram Sadeghian,202008,0206,2,3,2,1,0,4,2,6,2,2,3,0,4,6,0
652,CMSC132,Pedram Sadeghian,202008,0207,6,2,2,1,3,2,2,2,3,1,1,0,3,7,0
653,CMSC132,Pedram Sadeghian,202008,0301,4,4,2,1,2,0,1,1,0,1,0,1,1,2,0
654,CMSC132,Pedram Sadeghian,202008,0302,8,1,1,2,3,2,2,1,0,0,0,0,1,4,0
655,CMSC132,Pedram Sadeghian,202008,0303,2,0,1,3,7,1,2,4,0,0,0,1,1,2,0
656,CMSC132,Pedram Sadeghian,202008,0203,7,2,3,5,6,2,3,1,0,0,0,0,1,5,0
657,CMSC132,Pedram Sadeghian,201908,0204,4,7,3,1,1,2,0,0,0,0,1,0,2,0,0
658,CMSC132,Pedram Sadeghian,201908,0205,3,0,1,5,0,1,1,3,0,0,1,0,3,1,0
659,CMSC132,Pedram Sadeghian,201908,0206,4,1,2,2,1,3,3,2,0,0,4,0,3,1,0
660,CMSC132,Pedram Sadeghian,201908,0207,5,2,1,3,0,2,6,2,0,0,0,0,1,1,0
661,CMSC132,Pedram Sadeghian,201908,0301,4,6,1,2,0,1,0,1,1,0,0,0,2,0,0
662,CMSC132,Pedram Sadeghian,201908,0302,6,3,2,4,1,1,1,0,1,0,0,0,2,2,0
663,CMSC132,Pedram Sadeghian,201908,0303,5,3,3,3,3,1,1,0,1,0,1,0,4,3,0
664,CMSC132,Pedram Sadeghian,201908,0304,5,5,2,2,1,1,3,3,0,0,0,0,4,0,0
665,CMSC132,Pedram Sadeghian,201908,0305,3,0,3,4,2,0,2,1,5,0,2,0,1,2,0
666,CMSC132,Pedram Sadeghian,201908,0306,1,3,3,3,2,2,2,1,4,0,0,0,2,0,0
667,CMSC132,Pedram Sadeghian,201908,0307,4,2,3,5,1,1,1,1,1,0,2,0,1,2,0
668,CMSC132,Pedram Sadeghian,201908,0203,4,3,3,4,2,0,3,1,0,0,1,0,0,1,0
669,CMSC132,Pedram Sadeghian,201908,0202,3,1,2,4,2,3,3,0,1,0,1,0,1,6,0
670,CMSC132,Pedram Sadeghian,201908,0201,5,4,4,6,1,1,3,0,1,0,0,0,1,0,0
671,CMSC132,Pedram Sadeghian,201808,0404,1,9,9,1,0,6,3,1,3,0,0,0,1,3,0
672,CMSC132,Pedram Sadeghian,201808,0403,4,8,7,1,1,3,2,3,0,0,1,0,1,3,0
673,CMSC132,Pedram Sadeghian,201808,0402,5,1,9,2,3,3,4,0,1,0,1,0,3,2,0
674,CMSC132,Pedram Sadeghian,201808,0401,1,6,1,2,2,0,2,0,0,0,1,0,0,1,0
675,CMSC132,Pedram Sadeghian,201808,0304,5,1,4,2,1,0,0,0,0,0,3,0,0,2,0
676,CMSC132,Pedram Sadeghian,201808,0303,2,5,12,1,1,3,0,1,2,0,1,0,1,2,0
677,CMSC132,Pedram Sadeghian,201808,0302,4,5,6,5,0,2,2,1,1,0,1,0,1,2,0
678,CMSC132,Pedram Sadeghian,201808,0301,5,7,4,6,4,1,1,0,0,0,1,0,2,2,0
679,CMSC132,Pedram Sadeghian,201801,0204,0,5,1,7,4,1,10,0,4,0,2,0,0,5,0
680,CMSC132,Pedram Sadeghian,201801,0201,1,2,4,2,2,3,4,1,2,0,6,0,1,4,0
681,CMSC132,Pedram Sadeghian,201801,0202,2,3,3,5,2,5,2,2,1,0,2,0,2,3,0
682,CMSC132,Pedram Sadeghian,201801,0203,0,0,1,5,2,4,7,3,6,0,4,0,1,10,0
683,CMSC132,Pedram Sadeghian,201801,0401,1,3,3,3,4,4,4,6,1,0,6,0,2,6,0
684,CMSC132,Pedram Sadeghian,201801,0402,1,1,4,3,3,2,4,5,2,0,4,0,3,11,0
685,CMSC132,Pedram Sadeghian,201801,0403,1,0,5,3,4,6,5,3,3,0,2,0,3,6,0
686,CMSC132,Pedram Sadeghian,201801,0404,1,0,3,8,6,5,1,1,1,0,4,0,3,7,0
687,CMSC132,Pedram Sadeghian,201708,0101,0,2,4,5,3,6,3,2,3,0,3,0,2,3,0
688,CMSC132,Pedram Sadeghian,201708,0304,0,0,4,0,4,4,0,0,1,0,1,0,1,0,0
689,CMSC132,Pedram Sadeghian,201708,0303,2,2,4,8,4,1,3,0,1,0,2,0,4,1,0
690,CMSC132,Pedram Sadeghian,201708,0302,0,6,7,3,2,5,0,2,4,0,0,0,1,3,0
691,CMSC132,Pedram Sadeghian,201708,0301,2,3,3,5,1,0,1,1,4,0,1,0,2,4,0
692,CMSC132,Pedram Sadeghian,201708,0204,2,1,5,1,5,3,3,1,5,0,0,0,4,3,0
693,CMSC132,Pedram Sadeghian,201708,0203,0,4,2,2,4,5,3,1,1,0,3,0,3,4,0
694,CMSC132,Pedram Sadeghian,201708,0202,2,0,5,7,8,1,1,1,3,0,2,0,1,2,0
695,CMSC132,Pedram Sadeghian,201708,0201,2,11,8,3,4,0,0,0,1,0,0,0,1,0,0
696,CMSC132,Pedram Sadeghian,201708,0104,0,5,2,1,5,3,2,5,5,0,2,0,3,2,0
697,CMSC132,Pedram Sadeghian,201708,0103,2,2,3,3,2,6,3,2,6,0,2,0,2,1,0
698,CMSC132,Pedram Sadeghian,201708,0102,0,2,5,2,2,7,4,1,2,0,1,0,2,3,0
699,CMSC216,Alan Sussman,201801,0102,0,1,0,1,3,1,3,1,1,0,1,0,3,1,0
700,CMSC216,Alan Sussman,201801,0103,1,1,2,1,2,1,6,0,3,0,2,0,0,2,0
701,CMSC216,Alan Sussman,201801,0104,1,3,3,1,2,0,6,1,3,0,3,0,4,0,2
702,CMSC216,Alan Sussman,201601,0101,0,1,2,2,4,2,1,5,1,0,1,0,1,3,0
703,CMSC216,Alan Sussman,201601,0102,2,7,2,3,3,2,3,2,1,0,2,0,4,1,0
704,CMSC216,Alan Sussman,201601,0103,1,2,3,1,7,2,2,7,1,0,1,0,2,3,0
705,CMSC216,Alan Sussman,201601,0104,1,6,1,3,1,1,3,3,6,0,3,0,3,2,0
706,CMSC216,Alan Sussman,201201,0101,0,2,4,0,7,0,0,4,5,0,5,0,1,3,0
707,CMSC216,Alan Sussman,201201,0102,3,4,1,0,4,3,0,7,0,0,4,0,2,1,0
708,CMSC216,Alan Sussman,201201,0103,1,4,2,0,6,0,0,6,1,0,5,0,1,5,0
709,CMSC216,Larry Herman,202101,0101,0,7,3,1,3,0,0,3,0,0,0,0,4,9,5
710,CMSC216,Larry Herman,202101,0102,1,6,2,2,9,0,0,3,0,0,0,0,1,3,8
711,CMSC216,Larry Herman,202101,0103,2,3,1,0,4,1,0,0,1,0,2,0,1,2,15
712,CMSC216,Larry Herman,202101,0104,3,7,2,5,5,0,0,0,0,0,0,0,0,3,10
713,CMSC216,Larry Herman,202101,0105,2,2,2,2,5,1,0,0,1,0,2,0,1,7,10
714,CMSC216,Larry Herman,202101,0106,3,6,2,1,3,0,0,3,1,0,2,0,1,7,7
715,CMSC216,Larry Herman,202101,0107,1,1,3,1,5,1,0,4,0,0,0,0,1,6,12
716,CMSC216,Larry Herman,202101,0108,0,3,1,0,7,0,1,0,1,0,1,0,0,3,18
717,CMSC216,Larry Herman,202101,0201,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4
718,CMSC216,Larry Herman,202101,0202,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3
719,CMSC216,Larry Herman,202101,0203,0,0,1,1,3,1,0,1,0,0,1,0,2,3,6
720,CMSC216,Larry Herman,202101,0204,0,1,1,1,2,0,0,1,0,0,0,0,0,4,1
721,CMSC216,Larry Herman,202101,0205,1,5,1,0,2,0,1,2,0,0,1,0,1,5,7
722,CMSC216,Larry Herman,202101,0206,0,4,0,1,4,0,0,0,0,0,0,0,2,3,2
723,CMSC216,Larry Herman,202101,0207,1,7,4,0,7,0,0,0,1,0,0,0,1,6,8
724,CMSC216,Larry Herman,202101,0208,0,3,0,2,4,1,0,1,0,0,2,0,3,8,11
725,CMSC216,Larry Herman,202101,0301,0,2,1,0,5,1,1,3,1,0,1,0,0,8,8
726,CMSC216,Larry Herman,202101,0302,0,4,0,1,7,0,2,2,0,0,3,0,0,4,5
727,CMSC216,Larry Herman,202101,0303,0,5,1,1,2,1,1,1,2,0,0,0,2,5,8
728,CMSC216,Larry Herman,202101,0304,0,3,1,0,2,0,0,4,0,0,0,0,3,7,2
729,CMSC216,Larry Herman,202008,0101,1,6,2,2,9,1,4,7,3,0,1,0,0,2,0
730,CMSC216,Larry Herman,202008,0102,1,5,2,2,12,3,5,2,2,0,3,0,0,3,0
731,CMSC216,Larry Herman,202008,0103,1,6,2,1,9,6,2,4,0,0,2,0,1,5,0
732,CMSC216,Larry Herman,202008,0104,2,10,3,3,8,1,1,4,0,0,3,0,1,2,0
733,CMSC216,Larry Herman,202008,0105,3,8,1,1,12,1,0,7,3,0,0,0,0,3,0
734,CMSC216,Larry Herman,202008,0106,3,12,2,0,11,1,0,4,1,0,2,0,0,2,0
735,CMSC216,Larry Herman,202008,0107,0,4,1,2,11,1,1,7,0,0,3,0,2,6,0
736,CMSC216,Larry Herman,202008,0108,2,6,1,0,11,4,0,10,1,0,0,0,0,4,0
737,CMSC216,Larry Herman,202008,0201,2,5,3,1,8,1,4,7,1,0,4,0,1,1,0
738,CMSC216,Larry Herman,202008,0202,1,6,2,2,7,2,5,6,2,0,0,0,2,3,0
739,CMSC216,Larry Herman,202008,0203,1,4,1,2,9,3,1,5,3,0,1,0,2,5,0
740,CMSC216,Larry Herman,202008,0204,0,10,0,1,8,4,2,7,0,0,0,0,2,4,0
741,CMSC216,Larry Herman,202008,0205,2,7,2,1,7,4,3,6,1,0,4,0,0,2,0
742,CMSC216,Larry Herman,202008,0206,0,5,0,1,13,1,2,7,0,0,3,0,2,4,0
743,CMSC216,Larry Herman,202008,0207,4,6,3,0,10,1,4,6,1,0,0,0,3,1,0
744,CMSC216,Larry Herman,202008,0208,0,6,1,0,8,3,1,10,2,0,3,0,1,3,0
745,CMSC216,Larry Herman,201908,0101,5,6,3,1,8,3,0,1,3,0,2,0,2,2,0
746,CMSC216,Larry Herman,201908,0102,5,9,0,2,5,3,4,5,3,0,0,0,0,1,0
747,CMSC216,Larry Herman,201908,0103,1,2,3,1,9,2,1,4,6,0,4,0,3,0,0
748,CMSC216,Larry Herman,201908,0104,2,7,3,0,7,4,1,5,3,0,2,0,0,2,0
749,CMSC216,Larry Herman,201908,0105,2,11,2,3,4,0,2,2,3,0,0,0,1,8,0
750,CMSC216,Larry Herman,201908,0106,2,6,1,0,7,1,1,7,3,0,2,0,2,6,0
751,CMSC216,Larry Herman,201908,0107,0,12,2,2,8,0,1,3,3,0,1,0,0,4,0
752,CMSC216,Larry Herman,201908,0108,2,10,2,0,5,3,0,8,2,0,1,0,1,3,0
753,CMSC216,Larry Herman,201908,0201,3,4,0,2,9,7,3,2,2,0,2,0,0,2,0
754,CMSC216,Larry Herman,201908,0202,2,4,1,1,11,5,1,7,3,0,0,0,1,0,0
755,CMSC216,Larry Herman,201908,0203,0,6,1,2,10,4,0,4,3,0,2,0,1,3,0
756,CMSC216,Larry Herman,201908,0204,2,7,0,1,8,0,3,7,3,0,2,0,2,1,0
757,CMSC216,Larry Herman,201908,0205,1,6,0,3,9,5,1,7,1,0,1,0,1,1,0
758,CMSC216,Larry Herman,201908,0206,0,10,2,2,7,1,5,3,2,0,1,0,2,2,0
759,CMSC216,Larry Herman,201908,0207,2,6,1,4,8,3,2,4,3,0,0,0,1,3,0
760,CMSC216,Larry Herman,201908,0208,1,4,3,3,7,2,1,7,3,0,1,0,4,1,0
761,CMSC216,Larry Herman,201808,0101,0,4,1,1,7,2,2,5,3,0,1,3,1,2,0
762,CMSC216,Larry Herman,201808,0102,2,5,0,1,5,1,1,11,1,0,4,0,1,1,0
763,CMSC216,Larry Herman,201808,0103,1,8,3,0,5,2,2,3,4,0,2,0,1,1,0
764,CMSC216,Larry Herman,201808,0104,0,9,0,1,6,0,1,6,3,0,1,1,1,4,0
765,CMSC216,Larry Herman,201808,0105,0,6,2,1,5,3,1,5,1,0,5,0,1,4,0
766,CMSC216,Larry Herman,201808,0106,0,10,1,1,1,2,3,7,1,0,4,0,1,1,0
767,CMSC216,Larry Herman,201808,0107,1,6,2,0,5,1,2,3,1,0,5,1,3,2,0
768,CMSC216,Larry Herman,201808,0108,1,4,2,2,5,0,3,10,3,0,1,0,1,0,0
769,CMSC216,Larry Herman,201808,0301,1,2,0,1,4,5,5,6,3,0,1,1,3,0,0
770,CMSC216,Larry Herman,201808,0302,1,4,2,2,8,1,0,8,3,0,1,0,1,2,0
771,CMSC216,Larry Herman,201808,0303,2,7,1,1,5,1,4,4,3,0,1,0,2,2,0
772,CMSC216,Larry Herman,201808,0304,2,6,0,1,3,1,3,9,2,0,6,0,0,0,1
773,CMSC216,Larry Herman,201808,0305,1,4,2,5,5,1,0,6,4,0,2,1,1,0,0
774,CMSC216,Larry Herman,201808,0306,1,4,0,2,7,1,0,8,4,0,1,3,1,1,0
775,CMSC216,Larry Herman,201808,0307,1,2,4,1,5,2,1,5,3,0,5,0,2,2,0
776,CMSC216,Larry Herman,201808,0308,1,1,0,1,4,1,1,2,2,0,0,0,1,0,0
777,CMSC216,Larry Herman,201708,0101,3,4,3,1,8,3,2,4,2,0,6,0,1,1,0
778,CMSC216,Larry Herman,201708,0102,2,7,2,3,10,1,1,5,1,0,4,0,1,0,0
779,CMSC216,Larry Herman,201708,0103,4,4,5,0,5,1,2,3,2,0,3,0,3,2,0
780,CMSC216,Larry Herman,201708,0104,0,6,2,1,4,3,4,8,4,0,2,0,2,2,0
781,CMSC216,Larry Herman,201708,0301,0,2,3,1,12,1,1,4,3,0,2,0,1,3,0
